"DateTime","10MAA01CP001","10MAA01CT001","10LBG40CP920","10MAG10CP930","10LCA10CT001","10LBG11CP920","10LCA20CF001","10PAB10CF001","10PAB30CF001","10PAB10CT001","10PAB30CT001","10PAB20CT001","10PAB60CT001","",""
"1/1/2022 20:00","6.27","494","104","10.22","44.62","0.51","191","3407","3315","29","30.31","44.37","44.79","",""
"1/1/2022 21:00","6.11","491","103","10.17","44.61","0.51","199","3497","3376","29.37","29.66","44.82","44.56","",""
"1/1/2022 22:00","6.16","490","103","10.32","44.87","0.5","182","3369","3477","28.28","28.87","44.78","44.2","",""
"1/1/2022 23:00","6.19","492","104","10.84","44.45","0.5","186","3400","3448","30.72","30.18","44.06","44.09","",""
"1/2/2022 0:00","6.16","489","104","10.09","44.48","0.51","191","3408","3337","29.25","30.05","44.06","44.85","",""
"1/2/2022 1:00","6.11","492","104","10.23","44.33","0.49","182","3463","3437","29.32","30.66","44.56","44.88","",""
"1/2/2022 2:00","6.19","494","104","10.18","45.21","0.51","191","3361","3318","29.36","28.91","44.29","44.07","",""
"1/2/2022 3:00","6.12","492","104","10.71","44.47","0.5","181","3385","3448","29.97","30.44","44.39","44.34","",""
"1/2/2022 4:00","6.17","489","104","10.5","44.1","0.49","190","3377","3460","30.41","29.58","44.49","44.78","",""
"1/2/2022 5:00","6.23","493","104","10.1","44.61","0.49","194","3372","3392","28.77","28.13","44.38","44.24","",""
"1/2/2022 6:00","6.18","493","103","10.88","45.47","0.5","198","3356","3444","30.49","29.46","44.64","44.09","",""
"1/2/2022 7:00","6.19","492","103","10.39","44.23","0.5","184","3373","3464","29.75","28.91","44.6","44.95","",""
"1/2/2022 8:00","6.28","489","104","10.76","45.39","0.51","180","3439","3439","28.25","29.35","44.46","44.86","",""
"1/2/2022 9:00","6.2","492","103","10.99","44.54","0.5","190","3382","3475","30.42","30.41","44.03","44.34","",""
"1/2/2022 10:00","6.29","492","103","10.16","44.82","0.51","198","3498","3471","28.56","29.9","44.55","44.23","",""
"1/2/2022 11:00","6.25","489","103","10.85","44.54","0.5","196","3489","3383","28.55","28.2","44.35","44.66","",""
"1/2/2022 12:00","6.19","492","103","10.59","45.64","0.5","199","3374","3324","30.46","30.86","44.59","44.89","",""
"1/2/2022 13:00","6.22","494","103","10.72","44.51","0.5","183","3369","3329","28.88","30.3","44.6","44.19","",""
"1/2/2022 14:00","6.2","492","104","10.71","45.49","0.5","187","3458","3346","29.58","28.98","44.65","44.13","",""
"1/2/2022 15:00","6.16","493","103","10.86","44.32","0.51","198","3386","3397","28.63","28.56","44.64","44.45","",""
"1/2/2022 16:00","6.28","494","103","10.89","45.77","0.5","191","3462","3332","28.91","29.94","44.37","44.39","",""
"1/2/2022 17:00","6.15","489","103","10.67","45.46","0.49","183","3494","3377","28.44","29.4","44.97","44.32","",""
"1/2/2022 18:00","6.24","490","103","10.49","44.31","0.51","193","3428","3323","30.61","30.26","44.05","44.16","",""
"1/2/2022 19:00","6.21","492","103","10.66","44.04","0.51","187","3393","3423","28.29","28.92","44.15","44.47","",""
"1/2/2022 20:00","6.16","493","103","10.99","44.17","0.51","189","3403","3397","29.59","29.36","44.24","44.2","",""
"1/2/2022 21:00","6.3","491","103","10.48","44.92","0.5","198","3351","3458","29.85","28.7","44.87","44.68","",""
"1/2/2022 22:00","6.18","491","103","10.25","45.99","0.5","197","3356","3346","29.95","29.84","44.95","44.27","",""
"1/2/2022 23:00","6.16","494","103","10.71","45.59","0.5","184","3467","3420","30.61","29.86","44.42","44.33","",""
"1/3/2022 0:00","6.28","492","104","10.77","44.22","0.51","194","3444","3368","30.42","30.76","44.61","44.29","",""
"1/3/2022 1:00","6.21","490","103","10.44","44.75","0.49","198","3437","3435","28.3","28.59","44.92","44.68","",""
"1/3/2022 2:00","6.2","491","103","10.7","45.47","0.51","191","3495","3429","30.53","30.44","44.68","44.58","",""
"1/3/2022 3:00","6.21","491","103","10.43","44.08","0.49","186","3403","3480","30.09","29.99","44.35","44.25","",""
"1/3/2022 4:00","6.19","489","104","10.71","44.53","0.5","185","3479","3477","29.6","28.45","44.56","44.13","",""
"1/3/2022 5:00","6.27","489","103","10.37","45.65","0.51","199","3380","3498","29.01","30.11","44.32","44.71","",""
"1/3/2022 6:00","6.17","493","104","10.68","44.85","0.49","192","3391","3391","29.7","30.14","44.46","44.67","",""
"1/3/2022 7:00","6.27","490","103","10.75","45.66","0.51","192","3428","3332","28.58","28.16","44.74","44.47","",""
"1/3/2022 8:00","6.2","490","103","10.26","44.76","0.49","188","3362","3496","30.61","29.25","44.74","44.72","",""
"1/3/2022 9:00","6.16","492","103","10.88","45.89","0.5","199","3377","3405","30.47","30.88","44.32","44.81","",""
"1/3/2022 10:00","6.27","494","103","10.67","44.57","0.5","190","3414","3384","30.86","30.88","44.12","44.58","",""
"1/3/2022 11:00","6.13","490","103","10.28","45.71","0.5","184","3386","3309","28.6","29.37","44.68","44.73","",""
"1/3/2022 12:00","6.25","489","104","10.74","45.66","0.5","183","3388","3416","28.15","30","44.05","44.03","",""
"1/3/2022 13:00","6.23","494","104","10.91","45.43","0.5","185","3437","3329","28.45","30.36","44.83","44.39","",""
"1/3/2022 14:00","6.24","489","103","10.52","45.06","0.5","192","3458","3418","28.94","29.61","44.03","44.64","",""
"1/3/2022 15:00","6.2","494","104","10.88","45.37","0.5","194","3425","3363","29.33","30.45","44.2","44.27","",""
"1/3/2022 16:00","6.16","491","104","10.47","44.82","0.49","193","3477","3384","29.82","30.23","44.73","44.31","",""
"1/3/2022 17:00","6.25","492","104","10.23","44.13","0.49","193","3398","3441","28.66","29.61","44.16","44.57","",""
"1/3/2022 18:00","6.21","492","104","10.36","44.65","0.51","185","3388","3328","28.36","28.89","44.44","44.77","",""
"1/3/2022 19:00","6.23","490","104","10.19","44.84","0.51","182","3355","3402","28.93","28.16","44.26","44.31","",""
"1/3/2022 20:00","6.22","492","103","10.16","45","0.49","180","3383","3380","28.7","29.25","44.82","44.1","",""
"1/3/2022 21:00","6.15","490","103","10.32","45.57","0.5","194","3494","3459","28.23","29.57","44.17","44.09","",""
"1/3/2022 22:00","6.29","489","104","10.89","45.47","0.5","196","3444","3429","29.63","30.8","44.8","44.95","",""
"1/3/2022 23:00","6.11","491","104","10.43","45.24","0.49","189","3440","3364","30.99","29.93","44.07","44.39","",""
"1/4/2022 0:00","6.17","492","104","10.43","45.99","0.5","199","3406","3482","30.71","28.98","44.75","44.07","",""
"1/4/2022 1:00","6.26","492","103","10.58","45.29","0.51","181","3476","3347","30.22","30.82","44.21","44.24","",""
"1/4/2022 2:00","6.2","494","103","10.33","44.09","0.5","184","3369","3433","28.15","29.81","44.26","44.75","",""
"1/4/2022 3:00","6.13","489","104","10.25","45.85","0.5","180","3372","3305","28.64","28.57","44.81","44.06","",""
"1/4/2022 4:00","6.25","492","103","10.61","45.34","0.5","182","3434","3343","30.95","28.92","44.99","44.62","",""
"1/4/2022 5:00","6.12","493","104","10.04","45.74","0.51","191","3356","3382","29.24","29.81","44.43","44.8","",""
"1/4/2022 6:00","6.16","494","104","10.33","44.41","0.5","198","3433","3355","30.58","28.57","44.33","44.08","",""
"1/4/2022 7:00","6.23","489","104","10.14","44.95","0.5","197","3449","3481","29.07","28.77","44.64","44.03","",""
"1/4/2022 8:00","6.18","492","103","10.54","44.22","0.51","188","3442","3393","29.9","30.92","44.14","45","",""
"1/4/2022 9:00","6.26","493","103","10.51","45.6","0.5","195","3471","3462","28.08","29.03","44.71","44.93","",""
"1/4/2022 10:00","6.22","494","103","10.56","45.11","0.5","182","3424","3373","30.16","30.77","44.73","44.2","",""
"1/4/2022 11:00","6.13","490","104","10.31","45.92","0.49","193","3368","3429","30.77","30.42","44.63","44.31","",""
"1/4/2022 12:00","6.27","489","103","10.07","44.54","0.51","180","3472","3378","28.67","30.43","44.04","44.33","",""
"1/4/2022 13:00","6.18","489","104","10.51","44.19","0.51","199","3493","3383","30.79","29.43","44.07","44.95","",""
"1/4/2022 14:00","6.25","494","103","10.78","45.42","0.51","188","3470","3458","28.37","30.82","44.76","44.61","",""
"1/4/2022 15:00","6.25","494","104","10.47","44.55","0.5","196","3478","3487","29.37","28.4","44.94","44.32","",""
"1/4/2022 16:00","6.11","492","103","10.95","44.19","0.51","194","3351","3486","30.18","28.24","44.75","44.04","",""
"1/4/2022 17:00","6.23","491","103","10.78","45.67","0.51","187","3394","3344","30.9","29.86","44.82","44.41","",""
"1/4/2022 18:00","6.12","491","104","10.91","45.69","0.5","191","3396","3409","29.61","29.57","44","44.07","",""
"1/4/2022 19:00","6.11","490","103","10.36","44.9","0.5","180","3473","3482","29.01","28.93","44.33","44.42","",""
"1/4/2022 20:00","6.14","489","103","10.44","45.64","0.51","192","3462","3438","28.55","30.49","44.84","44.55","",""
"1/4/2022 21:00","6.22","490","103","10.5","44.56","0.5","197","3436","3484","30.83","28.21","44.34","44.7","",""
"1/4/2022 22:00","6.11","492","104","10.8","44.79","0.49","189","3425","3366","28.52","30.52","44","44.32","",""
"1/4/2022 23:00","6.1","492","103","10.11","45.99","0.5","180","3357","3405","28.94","30.92","44.64","44.49","",""
"1/5/2022 0:00","6.25","491","103","10.14","44.11","0.5","195","3401","3372","29.76","30.17","44.56","44.46","",""
"1/5/2022 1:00","6.15","494","103","10.87","45.73","0.49","182","3406","3316","28.1","30.68","44.47","44.11","",""
"1/5/2022 2:00","6.2","490","103","10","44.69","0.51","191","3465","3426","28.5","30.66","44.24","44.23","",""
"1/5/2022 3:00","6.16","494","103","10.88","44.45","0.49","188","3401","3392","28.87","28.89","44.31","44.97","",""
"1/5/2022 4:00","6.25","489","104","10.41","45.44","0.5","196","3478","3407","29.85","29.54","44.74","44.79","",""
"1/5/2022 5:00","6.16","493","103","10.86","44.02","0.5","182","3391","3449","28.76","28.58","44.35","44.28","",""
"1/5/2022 6:00","6.19","491","104","10.95","44.14","0.51","181","3466","3386","28.99","29.5","44.6","44.43","",""
"1/5/2022 7:00","6.14","493","104","10.36","45.68","0.5","199","3399","3480","28.73","29.67","44.03","44.06","",""
"1/5/2022 8:00","6.24","492","104","10.51","44.76","0.49","195","3362","3363","30.17","28.82","44.96","44.69","",""
"1/5/2022 9:00","6.18","493","104","11","45.18","0.5","188","3438","3380","30.98","30.39","44.94","44.62","",""
"1/5/2022 10:00","6.18","494","104","10.73","44.51","0.49","191","3369","3470","28.39","30.52","44.45","44.39","",""
"1/5/2022 11:00","6.22","491","104","10.25","44.54","0.49","186","3359","3347","28.84","30.96","44.43","44.57","",""
"1/5/2022 12:00","6.21","494","103","10.78","45.08","0.5","189","3385","3317","30.45","29.92","44.17","44.48","",""
"1/5/2022 13:00","6.25","491","103","10.09","44.62","0.49","182","3433","3357","30.31","28.03","44.23","44.19","",""
"1/5/2022 14:00","6.28","489","104","10.46","45.31","0.5","196","3496","3365","28.79","28.74","44.88","44.93","",""
"1/5/2022 15:00","6.29","490","104","10.66","45.85","0.5","187","3407","3341","28.83","28.62","44.75","44.06","",""
"1/5/2022 16:00","6.11","491","103","10.7","45.2","0.5","184","3425","3338","30.13","30.95","44.18","44.67","",""
"1/5/2022 17:00","6.21","492","103","10.92","45.84","0.5","191","3482","3407","29.76","30.55","44.74","44.02","",""
"1/5/2022 18:00","6.23","492","103","10.65","44.11","0.5","188","3381","3394","29.38","28.53","44.3","44.82","",""
"1/5/2022 19:00","6.23","489","104","10.53","44.3","0.5","190","3359","3401","30.25","30.01","44.75","44.85","",""
"1/5/2022 20:00","6.25","490","104","10.92","45.54","0.51","190","3457","3342","28.93","30.13","44.16","44.77","",""
"1/5/2022 21:00","6.25","494","104","10.05","45.7","0.5","194","3378","3324","28.8","28.06","44.65","44.48","",""
"1/5/2022 22:00","6.25","494","104","10.67","45.97","0.5","196","3392","3495","29.06","29.72","44.09","44.93","",""
"1/5/2022 23:00","6.19","493","103","10.15","45.5","0.5","181","3475","3450","30.21","28.36","44.12","44.5","",""
"1/6/2022 0:00","6.28","494","104","10.62","44.11","0.5","188","3362","3403","30.24","28.66","44.02","44.11","",""
"1/6/2022 1:00","6.15","490","103","10.36","44.72","0.49","199","3365","3456","29.34","30.85","44.71","44.92","",""
"1/6/2022 2:00","6.27","489","103","10.06","45.04","0.51","193","3376","3317","29.34","28.86","44.84","44.26","",""
"1/6/2022 3:00","6.17","492","104","10.59","44.59","0.5","180","3450","3314","30.05","29.58","44.59","44.18","",""
"1/6/2022 4:00","6.16","490","104","10.83","44.98","0.49","196","3362","3472","28.2","30.98","44.42","44.11","",""
"1/6/2022 5:00","6.3","493","104","10.52","44.21","0.5","199","3462","3425","29.27","31","44.64","44.89","",""
"1/6/2022 6:00","6.28","493","104","10.58","45","0.49","192","3452","3350","30.79","30.5","44.96","44.9","",""
"1/6/2022 7:00","6.29","490","104","10.84","44.85","0.5","188","3396","3484","29.69","30.57","44.1","44.74","",""
"1/6/2022 8:00","6.11","492","104","10.56","44.91","0.49","181","3493","3318","30.34","28.64","44.62","44.41","",""
"1/6/2022 9:00","6.16","490","103","10.88","45.74","0.5","181","3351","3491","28.33","30.65","44.13","44.62","",""
"1/6/2022 10:00","6.29","494","104","10.37","45.54","0.51","188","3458","3499","30.65","28.39","44.18","44.55","",""
"1/6/2022 11:00","6.26","493","103","10.8","44.22","0.49","199","3368","3418","30.58","30.62","44.46","44.51","",""
"1/6/2022 12:00","6.27","489","103","10.55","44.83","0.5","189","3388","3473","29.04","29.53","44.99","44.01","",""
"1/6/2022 13:00","6.26","489","104","10.2","45.5","0.5","196","3417","3416","30.32","29.18","44.83","44.92","",""
"1/6/2022 14:00","6.15","494","103","10.42","45.58","0.5","199","3397","3391","28.5","28.59","44.27","44.35","",""
"1/6/2022 15:00","6.28","493","104","10.93","44.02","0.5","193","3409","3403","30.84","30.87","44.89","44.4","",""
"1/6/2022 16:00","6.19","494","104","10.91","44.99","0.49","196","3397","3346","30.01","28.88","44","44.09","",""
"1/6/2022 17:00","6.23","491","103","10.53","44.6","0.49","185","3423","3321","30.44","29.38","44.3","44.32","",""
"1/6/2022 18:00","6.3","490","103","10.4","45.46","0.5","192","3401","3343","28.95","29.52","44.16","44.83","",""
"1/6/2022 19:00","6.3","494","103","10.26","45.44","0.51","187","3480","3473","29.36","30.71","44.89","44.29","",""
"1/6/2022 20:00","6.2","492","104","10.79","44.29","0.5","181","3409","3392","28.44","30.92","44.49","44.66","",""
"1/6/2022 21:00","6.26","493","103","10.33","44.04","0.49","187","3426","3368","30.91","29.33","44.08","44.31","",""
"1/6/2022 22:00","6.12","489","103","10.39","44.35","0.5","191","3427","3479","29.73","29.13","44.62","44.42","",""
"1/6/2022 23:00","6.21","494","104","10.79","44.97","0.5","190","3408","3453","30.8","30.86","44.66","44.29","",""
"1/7/2022 0:00","6.23","492","104","10.24","44.43","0.49","185","3475","3443","28.05","30.54","44.76","44.11","",""
"1/7/2022 1:00","6.18","489","103","10","44.01","0.49","180","3401","3446","28.4","29.69","44.35","44.18","",""
"1/7/2022 2:00","6.2","490","103","10.25","44.48","0.5","185","3418","3399","30.41","29.64","44.43","44.41","",""
"1/7/2022 3:00","6.13","492","104","10.03","44.21","0.49","194","3444","3348","30.04","29.28","44.29","44.93","",""
"1/7/2022 4:00","6.11","494","103","10.42","45.86","0.5","195","3448","3337","29.19","28.42","44.12","44.73","",""
"1/7/2022 5:00","6.25","494","103","10.46","45.44","0.51","187","3497","3462","29.23","30.7","44.86","44.38","",""
"1/7/2022 6:00","6.12","494","104","10.98","45.16","0.5","198","3429","3416","28.96","28.72","44.84","44.79","",""
"1/7/2022 7:00","6.16","492","104","10.3","44.95","0.51","199","3421","3303","28.59","29.77","44.95","44.63","",""
"1/7/2022 8:00","6.13","489","104","10.01","45.1","0.5","191","3365","3430","28.99","30.5","44.09","44.32","",""
"1/7/2022 9:00","6.22","490","104","10.13","45.09","0.49","181","3409","3483","29.17","30.79","44.69","44.88","",""
"1/7/2022 10:00","6.13","489","104","10.61","44.98","0.5","193","3401","3325","29.69","29.07","44.24","44.89","",""
"1/7/2022 11:00","6.12","490","103","10.19","45.04","0.51","184","3381","3326","28.3","29.63","44.81","44.31","",""
"1/7/2022 12:00","6.29","489","104","10.56","45.26","0.5","182","3499","3451","28.74","28.41","44.84","44.34","",""
"1/7/2022 13:00","6.12","493","103","10.25","45.91","0.51","188","3457","3446","30.8","30.93","44.87","44.28","",""
"1/7/2022 14:00","6.23","489","103","10.33","44.12","0.49","198","3421","3307","29.52","29.83","44.59","44.59","",""
"1/7/2022 15:00","6.11","493","104","10.69","45.09","0.5","192","3431","3434","29.82","30.63","44.3","44.18","",""
"1/7/2022 16:00","6.26","494","104","10.03","44.7","0.49","191","3404","3380","30.74","28.66","44.76","44.03","",""
"1/7/2022 17:00","6.18","489","103","10.49","45.05","0.51","183","3414","3304","29.38","29.66","44.66","44.42","",""
"1/7/2022 18:00","6.12","491","103","10.38","45.59","0.5","194","3415","3464","30.56","28.91","44.95","44.73","",""
"1/7/2022 19:00","6.16","491","104","10.57","45.07","0.5","199","3434","3494","28.75","29.1","44.45","44.92","",""
"1/7/2022 20:00","6.23","489","103","10.16","44.24","0.5","189","3432","3413","28.19","29.08","44.12","44.69","",""
"1/7/2022 21:00","6.12","491","104","10.76","45.15","0.51","182","3362","3457","29.32","29.93","44.92","44.43","",""
"1/7/2022 22:00","6.29","492","103","10.73","44.84","0.5","185","3467","3396","30.75","30.66","44.62","44.58","",""
"1/7/2022 23:00","6.23","490","103","10.71","45.31","0.5","190","3449","3359","29.13","30.05","44.43","44.28","",""
"1/8/2022 0:00","6.23","491","103","10.38","45.05","0.5","193","3409","3302","29.01","28.09","44.78","44.66","",""
"1/8/2022 1:00","6.22","491","104","10.92","44.62","0.51","197","3451","3377","30.58","29.82","44.71","44.82","",""
"1/8/2022 2:00","6.16","491","103","10.19","45.52","0.51","195","3454","3424","29.01","28.87","44.4","44.96","",""
"1/8/2022 3:00","6.2","491","104","10.67","44.53","0.51","187","3468","3415","29.43","29.09","44.76","44.83","",""
"1/8/2022 4:00","6.24","489","104","10.53","44.89","0.5","194","3473","3422","29.8","28.35","44.11","44.5","",""
"1/8/2022 5:00","6.26","489","104","10.03","44.36","0.51","188","3452","3368","30.03","29.82","44.58","44.62","",""
"1/8/2022 6:00","6.11","491","104","10.43","44.37","0.5","184","3383","3325","29.87","28.95","44.5","44.13","",""
"1/8/2022 7:00","6.1","491","104","10.24","45.53","0.49","180","3466","3436","29.83","31","44.37","44.61","",""
"1/8/2022 8:00","6.23","489","103","10.8","45.57","0.5","199","3443","3333","28.94","30.1","44.22","44.67","",""
"1/8/2022 9:00","6.29","493","104","10.27","44.44","0.51","199","3371","3314","28.71","29.74","44.21","44.81","",""
"1/8/2022 10:00","6.14","493","103","10.5","44.81","0.49","182","3351","3411","30.27","28.04","44.95","44.53","",""
"1/8/2022 11:00","6.11","494","104","10.15","45.29","0.5","197","3428","3380","28.57","30.4","44.35","44.18","",""
"1/8/2022 12:00","6.2","493","104","10.92","45.17","0.49","182","3458","3319","29.79","30.67","44.7","44.5","",""
"1/8/2022 13:00","6.19","493","103","10.4","44.94","0.5","180","3459","3339","28.18","29.74","44.03","44.16","",""
"1/8/2022 14:00","6.16","491","103","10.96","44.28","0.49","193","3393","3334","28.9","29.19","44.45","44.41","",""
"1/8/2022 15:00","6.12","489","103","10.84","44.98","0.5","198","3402","3365","28.7","28.31","44.95","44.04","",""
"1/8/2022 16:00","6.28","494","104","10.63","44.69","0.5","183","3399","3499","29.98","30.49","44.36","44.08","",""
"1/8/2022 17:00","6.25","491","103","10.87","45.05","0.5","185","3494","3480","28.12","29.91","44.8","44.39","",""
"1/8/2022 18:00","6.13","489","103","10.46","45.47","0.49","195","3498","3492","30.79","30.85","44.08","44.64","",""
"1/8/2022 19:00","6.22","490","104","10.94","44.67","0.51","187","3437","3379","28.8","28.03","44.97","44.4","",""
"1/8/2022 20:00","6.15","493","104","10.49","44.14","0.51","198","3475","3490","29.06","30.29","44.72","44.65","",""
"1/8/2022 21:00","6.25","489","104","10.47","44.01","0.5","186","3472","3430","28.32","29.17","44.69","44.02","",""
"1/8/2022 22:00","6.1","493","103","10.27","44.92","0.49","192","3360","3485","29.82","29.84","44.54","44.69","",""
"1/8/2022 23:00","6.23","492","103","10.76","44.76","0.51","197","3356","3348","29.34","28.17","44.63","44.31","",""
"1/9/2022 0:00","6.29","492","104","10.62","45.18","0.51","189","3482","3381","29.54","29.48","44.03","44.63","",""
"1/9/2022 1:00","6.29","491","104","10.72","46","0.49","194","3405","3433","28.16","30.39","44.66","44.38","",""
"1/9/2022 2:00","6.14","493","103","10.96","44.38","0.5","182","3371","3456","30.99","28.96","44.51","44.04","",""
"1/9/2022 3:00","6.18","489","103","10.44","44.12","0.5","194","3431","3448","30.59","28.25","44.13","44.02","",""
"1/9/2022 4:00","6.24","491","104","10.16","44.82","0.51","181","3487","3479","28.63","30.89","44.04","44.02","",""
"1/9/2022 5:00","6.19","492","103","10.18","44.41","0.5","187","3387","3410","28.31","29.41","44.06","44.6","",""
"1/9/2022 6:00","6.26","494","103","10.22","44.16","0.49","194","3472","3491","29.09","30.96","44.59","44.8","",""
"1/9/2022 7:00","6.18","493","103","10.45","44.41","0.49","190","3485","3485","29.85","28.42","44.57","44.74","",""
"1/9/2022 8:00","6.23","489","104","10.03","45.4","0.5","192","3458","3337","29.55","30.57","44.98","44.84","",""
"1/9/2022 9:00","6.27","494","103","10.44","45.25","0.5","196","3426","3446","30.34","29.68","44.8","44.52","",""
"1/9/2022 10:00","6.18","494","104","10.14","44.53","0.5","190","3464","3388","29.35","30.45","44.76","44.14","",""
"1/9/2022 11:00","6.1","489","103","10.59","45.21","0.5","185","3496","3318","28.34","28.98","44.27","44.87","",""
"1/9/2022 12:00","6.11","493","104","10.61","44.44","0.5","193","3386","3493","30.53","30.68","45","44.94","",""
"1/9/2022 13:00","6.26","494","104","10.59","45.03","0.51","194","3418","3472","29.84","28.36","44.54","44.42","",""
"1/9/2022 14:00","6.29","490","103","10.26","45.28","0.49","187","3357","3463","29.45","30.19","44.05","44.04","",""
"1/9/2022 15:00","6.17","493","104","10.8","44.37","0.51","198","3499","3469","29.23","30.08","44.7","44.99","",""
"1/9/2022 16:00","6.14","492","104","10.8","45.33","0.51","194","3456","3459","30.89","28.05","44.95","44.84","",""
"1/9/2022 17:00","6.17","494","103","10.18","44.61","0.5","194","3384","3389","29.7","28.11","44.15","44.27","",""
"1/9/2022 18:00","6.19","489","103","10.7","45.1","0.5","197","3391","3484","30.69","28.46","44.31","44.36","",""
"1/9/2022 19:00","6.1","493","103","10.66","45.74","0.49","197","3368","3499","30.85","29.8","44.58","44.87","",""
"1/9/2022 20:00","6.12","490","104","10.11","44.23","0.5","192","3447","3380","29.27","28.49","44.85","44.63","",""
"1/9/2022 21:00","6.29","492","104","10.57","44.48","0.5","190","3456","3356","30.75","29.32","44.03","44.53","",""
"1/9/2022 22:00","6.11","489","103","10.07","44.97","0.5","198","3439","3459","30.92","29.07","44.13","44.73","",""
"1/9/2022 23:00","6.27","492","103","10.44","45.84","0.51","193","3442","3311","30.38","30.14","44.55","44.06","",""
"1/10/2022 0:00","6.14","492","103","10.82","44.18","0.5","188","3402","3340","28.31","28.53","44.15","44.73","",""
"1/10/2022 1:00","6.1","491","104","10.23","45.02","0.5","199","3424","3417","30.09","29.07","44.3","44.55","",""
"1/10/2022 2:00","6.3","491","104","10.36","45.64","0.5","182","3359","3307","29.26","28.66","44.52","44.92","",""
"1/10/2022 3:00","6.12","489","103","10.07","44.54","0.49","182","3411","3390","28.96","28.91","44.81","44.17","",""
"1/10/2022 4:00","6.28","491","104","10.38","44.67","0.5","184","3458","3485","28.2","28.25","44.86","44","",""
"1/10/2022 5:00","6.24","493","103","10.23","45.16","0.5","187","3469","3479","29.86","28.99","44.01","44.27","",""
"1/10/2022 6:00","6.3","490","103","10.18","45.76","0.5","198","3459","3368","29.03","30.29","44.07","44.97","",""
"1/10/2022 7:00","6.22","494","103","10.83","45.66","0.5","183","3485","3487","29.55","28.03","44.78","44.29","",""
"1/10/2022 8:00","6.1","492","104","10.89","44.09","0.5","196","3492","3462","29.08","30.88","44.89","44.8","",""
"1/10/2022 9:00","6.14","491","103","10.45","45.28","0.5","190","3382","3312","28.7","29.85","44.42","44.34","",""
"1/10/2022 10:00","6.2","490","103","10.15","44.93","0.49","183","3410","3446","29.07","28.92","44.89","44.72","",""
"1/10/2022 11:00","6.2","494","104","10.88","44.51","0.49","196","3441","3446","30.73","28.74","44.2","44.8","",""
"1/10/2022 12:00","6.28","490","104","10.9","45.75","0.5","190","3433","3390","30.36","28.51","44.76","44.41","",""
"1/10/2022 13:00","6.18","491","104","10.13","45.2","0.51","181","3440","3453","29.01","30.54","44.13","44.72","",""
"1/10/2022 14:00","6.15","493","104","10.27","44.28","0.49","187","3469","3347","28.53","30.73","44.02","44.3","",""
"1/10/2022 15:00","6.17","494","104","10.54","44","0.51","191","3387","3328","30.11","28.24","44.5","44.28","",""
"1/10/2022 16:00","6.28","490","104","10.47","45.67","0.5","184","3480","3388","29.14","30.85","44.06","44.85","",""
"1/10/2022 17:00","6.26","494","103","10.71","44.62","0.5","180","3433","3348","29.69","28.67","44.75","44.13","",""
